utterance,intent
học phí theo tín chỉ như thế nào,hoi_hoc_phi
học phí có tăng không,hoi_hoc_phi
trường có học bổng không,hoi_hoc_bong
các loại học bổng của trường,hoi_hoc_bong
điều kiện nhận học bổng,hoi_hoc_bong
mức học bổng tối đa là bao nhiêu,hoi_hoc_bong
học bổng khuyến khích học tập,hoi_hoc_bong
có học bổng cho tân sinh viên không,hoi_hoc_bong
chỉ tiêu tuyển sinh ngành kiến trúc,hoi_chi_tieu
chỉ tiêu của ngành kỹ thuật xây dựng năm nay,hoi_chi_tieu
tổng chỉ tiêu của trường,hoi_chi_tieu
chỉ tiêu từng ngành,hoi_chi_tieu
chỉ tiêu năm 2024,hoi_chi_tieu
chỉ tiêu xét tuyển học bạ,hoi_chi_tieu
phương thức xét tuyển của trường,hoi_phuong_thuc
xét tuyển bằng học bạ như thế nào,hoi_phuong_thuc
xét điểm thi tốt nghiệp,hoi_phuong_thuc
xét đánh giá năng lực được không,hoi_phuong_thuc
các phương thức tuyển sinh hiện có,hoi_phuong_thuc
xét tuyển thẳng có không,hoi_phuong_thuc
thời gian đăng ký xét tuyển,hoi_thoi_gian_dk
hạn nộp hồ sơ là khi nào,hoi_thoi_gian_dk
deadline đăng ký năm nay,hoi_thoi_gian_dk
thời hạn xác nhận nhập học,hoi_thoi_gian_dk
mốc thời gian tuyển sinh 2024,hoi_thoi_gian_dk
bao giờ mở cổng đăng ký,hoi_thoi_gian_dk
điều kiện xét tuyển là gì,hoi_dieu_kien
tiêu chí trúng tuyển,hoi_dieu_kien
có cộng điểm ưu tiên không,hoi_dieu_kien
điều kiện học bạ tối thiểu,hoi_dieu_kien
điều kiện nộp hồ sơ,hoi_dieu_kien
điều kiện xét tuyển thẳng,hoi_dieu_kien
có quy đổi ielts không,hoi_chung_chi_nn
toiec bao nhiêu được cộng điểm,hoi_chung_chi_nn
chứng chỉ ngoại ngữ có lợi gì,hoi_chung_chi_nn
ielts 6.5 được xét thẳng không,hoi_chung_chi_nn
chứng chỉ tiếng anh có ưu tiên không,hoi_chung_chi_nn
quy định về chứng chỉ ngoại ngữ,hoi_chung_chi_nn
mình được 24 điểm nên học ngành nào,goi_y_nganh_theo_diem
điểm 22 có vừa ngành xây dựng không,goi_y_nganh_theo_diem
tư vấn ngành theo điểm 25,goi_y_nganh_theo_diem
điểm 18 chọn ngành nào phù hợp,goi_y_nganh_theo_diem
mình được 20 điểm nên xét gì,goi_y_nganh_theo_diem
điểm 27 thì có cơ hội ngành kiến trúc không,goi_y_nganh_theo_diem
vẽ biểu đồ điểm chuẩn ngành kiến trúc 3 năm gần đây,thong_ke_bieu_do
thống kê chỉ tiêu theo năm,thong_ke_bieu_do
so sánh điểm chuẩn 2022 và 2023 ngành xây dựng,thong_ke_bieu_do
hiển thị biểu đồ xu hướng điểm,thong_ke_bieu_do
thống kê điểm sàn qua các năm,thong_ke_bieu_do
biểu đồ so sánh các ngành,thong_ke_bieu_do
